command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
1002501058,1002501,11,100211,"え？　い、いいの？\nありがとう！\nすごくうれしいなぁ～～！",6,1,1,0,0,""
1002501059,1002501,91,0,"","","","","","",""
1002501060,1002501,31,9,9,0,0,1,1,"",""
1002501061,1002501,131,0,"","","","","","",""
1002501062,1002501,22,0,1,0,0,"","","",""
1002501063,1002501,111,"","","","","","","",""
1002501064,1002501,91,0,"","","","","","",""
1016501001,1016501,1,1,101611,850,400,-220,1.5,1,cmn_talk_def_N
1016501002,1016501,31,8,8,0,0,1,1,"",""
1016501003,1016501,31,7,7,0,0,1,1,"",""
1016501004,1016501,31,24,24,0,0,1,1,"",""
1016501005,1016501,31,3,3,0,0,1,1,"",""
1016501006,1016501,31,2,2,0,0,1,1,"",""
1016501007,1016501,31,1,1,0,0,1,1,"",""
1016501008,1016501,31,12,12,0,0,1,0,"",""
1016501009,1016501,3,101611,blb_run_01,1,"","",0.3,"",""
1016501010,1016501,2,101611,90,-220,1.3,0,"","",""
1016501011,1016501,25,bgm_M321,bgm_M321_2C,0,0,"","","",""
1016501012,1016501,121,0,0,1.25,1.25,0,0,"",""
1016501013,1016501,32,12,1,0,0,1,1,"",""
1016501014,1016501,23,se_common,se_sys_login_birthday_new_01,0,0,"","","",""
1016501015,1016501,93,1.3,"","","","","","",""
1016501016,1016501,3,101611,blb_stop,0,blb_idle,0,0.05,0.3,""
1016501017,1016501,2,101611,80,-220,0.25,0,"","",""
1016501018,1016501,93,1.4,"","","","","","",""
1016501019,1016501,121,0,0,1.4,1.4,1,3,"",""
1016501020,1016501,131,1,"","","","","","",""
1016501021,1016501,3,101611,blb_blowout_02,0,blb_idle,1,0.3,0.3,""
1016501022,1016501,93,0.7,"","","","","","",""
1016501023,1016501,32,12,0,0,0,1,1,"",""
1016501024,1016501,31,13,13,0,0,1,1,"",""
1016501025,1016501,93,0.2,"","","","","","",""
1016501026,1016501,23,se_common,se_sys_login_birthday_blow_candle,0,0,"","","",""
1016501027,1016501,93,1.2,"","","","","","",""
1016501028,1016501,23,se_adv_tickle_02,se_adv_tickle_02,0,0,"","","",""
1016501029,1016501,31,4,4,0,0,1,1,"",""
1016501030,1016501,93,1,"","","","","","",""
1016501031,1016501,23,se_common,se_sys_login_birthday_02,0,0,"","","",""
1016501032,1016501,3,101611,blb_idle,1,"",0,0.3,"",""
1016501033,1016501,93,1.05,"","","","","","",""
1016501034,1016501,23,se_common,se_sys_login_birthday_cracker,0,0,"","","",""
1016501035,1016501,31,6,6,0,0,1,1,"",""
1016501036,1016501,3,101611,blb_joy_03,0,blb_wish_03,1,0,"",""
1016501037,1016501,93,2,"","","","","","",""
1016501038,1016501,21,vo_adv_1016501,vo_adv_1016501_000,0,0,"","","",""
1016501039,1016501,13,101611,870,"","","","","",""
1016501040,1016501,11,101611,"ちょすー！\nうちの誕生日お祝いしてくれるの？\nきゃはー！　まじありがとね！",5,1,1,0,0,""
1016501041,1016501,91,0,"","","","","","",""
1016501042,1016501,21,vo_adv_1016501,vo_adv_1016501_001,0,0,"","","",""
1016501043,1016501,11,101611,"超おいしそーなケーキじゃん！\nもしかして、ヒデサイが作ったとか？",6,1,1,0,0,""
1016501044,1016501,91,0,"","","","","","",""
1016501045,1016501,21,vo_adv_1016501,vo_adv_1016501_002,0,0,"","","",""
1016501046,1016501,11,101611,"…え？　まじなの？\nやばばばば！　すごすぎじゃね！？",5,1,1,0,0,""
1016501047,1016501,91,0,"","","","","","",""
1016501048,1016501,21,vo_adv_1016501,vo_adv_1016501_003,0,0,"","","",""
1016501049,1016501,11,101611,"ねねね！\nせっかくだし、うちと一緒に食べよ！\n一口目は、ヒデサイからね？\nはい、あ〜〜ん♪",4,1,1,0,0,""
1016501050,1016501,91,0,"","","","","","",""
1016501051,1016501,21,vo_adv_1016501,vo_adv_1016501_004,0,0,"","","",""
1016501052,1016501,11,101611,"…な〜んちゃって！\nあれ？　その顔…普通に期待してた系？\nノリ良すぎて、超ウケるんですけどー！\nじゃあ、次はまじだかんね…あ〜〜ん♪",4,1,1,0,0,""
1016501053,1016501,91,0,"","","","","","",""
1016501054,1016501,21,vo_adv_1016501,vo_adv_1016501_005,0,0,"","","",""
1016501055,1016501,11,101611,"お祝いしてくれて、まじありがとね！\nでも、まだお腹いっぱいじゃないし！\nだから今日は、このあとも\nもーっとうちのお祝いよろ♪",5,1,1,0,0,""
1016501056,1016501,91,0,"","","","","","",""
1016501057,1016501,31,9,9,0,0,1,1,"",""
1016501058,1016501,131,0,"","","","","","",""
1016501059,1016501,22,0,1,0,0,"","","",""
1016501060,1016501,111,"","","","","","","",""
1016501061,1016501,91,0,"","","","","","",""
1020501001,1020501,1,1,102011,850,400,-220,1.5,1,cmn_talk_def_N
1020501002,1020501,31,8,8,0,0,1,1,"",""
1020501003,1020501,31,7,7,0,0,1,1,"",""
1020501004,1020501,31,21,21,0,0,1,1,"",""
1020501005,1020501,31,3,3,0,0,1,1,"",""
1020501006,1020501,31,2,2,0,0,1,1,"",""
1020501007,1020501,31,1,1,0,0,1,1,"",""
1020501008,1020501,31,12,12,0,0,1,0,"",""
1020501009,1020501,3,102011,blb_run_01,1,"","",0.3,"",""
1020501010,1020501,2,102011,90,-220,1.3,0,"","",""
1020501011,1020501,25,bgm_M321,bgm_M321_2C,0,0,"","","",""
1020501012,1020501,121,0,0,1.25,1.25,0,0,"",""
1020501013,1020501,32,12,1,0,0,1,1,"",""
1020501014,1020501,23,se_common,se_sys_login_birthday_new_01,0,0,"","","",""
1020501015,1020501,93,1.3,"","","","","","",""
1020501016,1020501,3,102011,blb_stop,0,blb_idle,0,0.05,0.3,""
1020501017,1020501,2,102011,80,-220,0.25,0,"","",""
1020501018,1020501,93,1.4,"","","","","","",""
1020501019,1020501,121,0,0,1.4,1.4,1,3,"",""
1020501020,1020501,131,1,"","","","","","",""
1020501021,1020501,3,102011,blb_blowout_02,0,blb_idle,1,0.3,0.3,""
1020501022,1020501,93,0.7,"","","","","","",""
1020501023,1020501,32,12,0,0,0,1,1,"",""
1020501024,1020501,31,13,13,0,0,1,1,"",""
1020501025,1020501,93,0.2,"","","","","","",""
1020501026,1020501,23,se_common,se_sys_login_birthday_blow_candle,0,0,"","","",""
1020501027,1020501,93,1.2,"","","","","","",""
1020501028,1020501,23,se_adv_tickle_02,se_adv_tickle_02,0,0,"","","",""
1020501029,1020501,31,4,4,0,0,1,1,"",""
1020501030,1020501,93,1,"","","","","","",""
1020501031,1020501,23,se_common,se_sys_login_birthday_02,0,0,"","","",""
1020501032,1020501,3,102011,blb_idle,1,"",0,0.3,"",""
1020501033,1020501,93,1.05,"","","","","","",""
1020501034,1020501,23,se_common,se_sys_login_birthday_cracker,0,0,"","","",""
1020501035,1020501,31,6,6,0,0,1,1,"",""
1020501036,1020501,3,102011,blb_joy_03,0,blb_wish_03,1,0,"",""
1020501037,1020501,93,2,"","","","","","",""
1020501038,1020501,21,vo_adv_1020501,vo_adv_1020501_000,0,0,"","","",""
1020501039,1020501,13,102011,870,"","","","","",""
1020501040,1020501,11,102011,"わぁ～！　おにいちゃん\nミミのお誕生日お祝いしてくれるんだね～\nありがと～",5,1,1,0,0,""
1020501041,1020501,91,0,"","","","","","",""
1020501042,1020501,21,vo_adv_1020501,vo_adv_1020501_001,0,0,"","","",""
1020501043,1020501,11,102011,"このケーキおにいちゃんが作ったの？\nすご～い！ ケーキ屋さんみた～い！",5,1,1,0,0,""
1020501044,1020501,91,0,"","","","","","",""
1020501045,1020501,21,vo_adv_1020501,vo_adv_1020501_002,0,0,"","","",""
1020501046,1020501,11,102011,"本当においしそうだね～\nでもこんなにおおきいの\nおにいちゃんとミミだけで\n食べられるかな～？",5,1,1,0,0,""
1020501047,1020501,91,0,"","","","","","",""
1020501048,1020501,21,vo_adv_1020501,vo_adv_1020501_003,0,0,"","","",""
1020501049,1020501,11,102011,"え？　このケーキプチグリフォンさんも\n食べられるの？",6,1,1,0,0,""
1020501050,1020501,91,0,"","","","","","",""
1020501051,1020501,21,vo_adv_1020501,vo_adv_1020501_004,0,0,"","","",""
1020501052,1020501,11,102011,"わぁ～！\nみんなでお誕生日うれしいな～！\nおにいちゃん、ミミのこと考えてくれて\nありがとう！",5,1,1,0,0,""
1020501053,1020501,91,0,"","","","","","",""
1020501054,1020501,21,vo_adv_1020501,vo_adv_1020501_005,0,0,"","","",""
1020501055,1020501,11,102011,"プチグリフォンさんといっしょに\nお外でケーキ食べようね\n行こう、おにいちゃん！\nるんたった～♪",6,1,1,0,0,""
1020501056,1020501,91,0,"","","","","","",""
1020501057,1020501,31,9,9,0,0,1,1,"",""
1020501058,1020501,131,0,"","","","","","",""
1020501059,1020501,22,0,1,0,0,"","","",""
1020501060,1020501,111,"","","","","","","",""
1020501061,1020501,91,0,"","","","","","",""
1023501001,1023501,1,1,102311,850,400,-220,1.5,1,cmn_talk_def_N
1023501002,1023501,31,8,8,0,0,1,1,"",""
1023501003,1023501,31,7,7,0,0,1,1,"",""
1023501004,1023501,31,26,26,0,0,1,1,"",""
1023501005,1023501,31,3,3,0,0,1,1,"",""
1023501006,1023501,31,2,2,0,0,1,1,"",""
1023501007,1023501,31,1,1,0,0,1,1,"",""
1023501008,1023501,31,12,12,0,0,1,0,"",""
1023501009,1023501,3,102311,blb_run_01,1,"","",0.3,"",""
1023501010,1023501,2,102311,90,-220,1.3,0,"","",""
1023501011,1023501,25,bgm_M321,bgm_M321_2C,0,0,"","","",""
1023501012,1023501,121,0,0,1.25,1.25,0,0,"",""
1023501013,1023501,32,12,1,0,0,1,1,"",""
1023501014,1023501,23,se_common,se_sys_login_birthday_new_01,0,0,"","","",""
1023501015,1023501,93,1.3,"","","","","","",""
1023501016,1023501,3,102311,blb_stop,0,blb_idle,0,0.05,0.3,""
1023501017,1023501,2,102311,80,-220,0.25,0,"","",""
1023501018,1023501,93,1.4,"","","","","","",""
1023501019,1023501,121,0,0,1.4,1.4,1,3,"",""
1023501020,1023501,131,1,"","","","","","",""
1023501021,1023501,3,102311,blb_blowout_02,0,blb_idle,1,0.3,0.3,""
1023501022,1023501,93,0.7,"","","","","","",""
1023501023,1023501,32,12,0,0,0,1,1,"",""
1023501024,1023501,31,13,13,0,0,1,1,"",""
1023501025,1023501,93,0.2,"","","","","","",""
1023501026,1023501,23,se_common,se_sys_login_birthday_blow_candle,0,0,"","","",""
1023501027,1023501,93,1.2,"","","","","","",""
1023501028,1023501,23,se_adv_tickle_02,se_adv_tickle_02,0,0,"","","",""
1023501029,1023501,31,4,4,0,0,1,1,"",""
1023501030,1023501,93,1,"","","","","","",""
1023501031,1023501,23,se_common,se_sys_login_birthday_02,0,0,"","","",""
1023501032,1023501,3,102311,blb_idle,1,"",0,0.3,"",""
1023501033,1023501,93,1.05,"","","","","","",""
1023501034,1023501,23,se_common,se_sys_login_birthday_cracker,0,0,"","","",""
1023501035,1023501,31,6,6,0,0,1,1,"",""
1023501036,1023501,3,102311,blb_joy_02,0,blb_wish_02,1,0,"",""
1023501037,1023501,93,2,"","","","","","",""
1023501038,1023501,21,vo_adv_1023501,vo_adv_1023501_000,0,0,"","","",""
1023501039,1023501,13,102311,870,"","","","","",""
1023501040,1023501,11,102311,"ねぇ、お兄ちゃんどうしたの？\nサレンディア救護院のみんなが\n用意してくれた、私の誕生日パーティーの\nお片付け中だよ？",8,1,1,0,0,""
1023501041,1023501,91,0,"","","","","","",""
1023501042,1023501,21,vo_adv_1023501,vo_adv_1023501_001,0,0,"","","",""
1023501043,1023501,11,102311,"えっ？\nこれ、ケーキ？\nどうして……！？",7,1,1,0,0,""
1023501044,1023501,91,0,"","","","","","",""
1023501045,1023501,21,vo_adv_1023501,vo_adv_1023501_002,0,0,"","","",""
1023501046,1023501,11,102311,"私と二人きりでお祝いしたかった……？\nお兄ちゃんってば……えへへ。\n私を、一人前のレディとして\n扱ってくれてるんだね。",6,1,1,0,0,""
1023501047,1023501,91,0,"","","","","","",""
1023501048,1023501,21,vo_adv_1023501,vo_adv_1023501_003,0,0,"","","",""
1023501049,1023501,11,102311,"いつもはみんなで集まって\n賑やかにお祝いしてるから、\n二人きりって、なんだか大人な気分。",7,1,1,0,0,""
1023501050,1023501,91,0,"","","","","","",""
1023501051,1023501,21,vo_adv_1023501,vo_adv_1023501_004,0,0,"","","",""
1023501052,1023501,11,102311,"サレンディア救護院のみんなに\nお誕生日おめでとうって\n言われるのはすっごくうれしいけど……",8,1,1,0,0,""
1023501053,1023501,91,0,"","","","","","",""
1023501054,1023501,21,vo_adv_1023501,vo_adv_1023501_005,0,0,"","","",""
1023501055,1023501,11,102311,"こうして二人っきりで言われると、\n胸の奥がなんだかあったかくなるね。\nドキドキして、キュ～ってしちゃう。\nなんだろ、変な気持ち。",7,1,1,0,0,""
1023501056,1023501,91,0,"","","","","","",""
1023501057,1023501,21,vo_adv_1023501,vo_adv_1023501_006,0,0,"","","",""
1023501058,1023501,11,102311,"ありがとう、お兄ちゃん。\n……ね、もっと、甘えてもいい？\n今日だけはお兄ちゃんを独り占めして、\nい～っぱい遊びたいな……♪",7,1,1,0,0,""
1023501059,1023501,91,0,"","","","","","",""
1023501060,1023501,31,9,9,0,0,1,1,"",""
1023501061,1023501,131,0,"","","","","","",""
1023501062,1023501,22,0,1,0,0,"","","",""
1023501063,1023501,111,"","","","","","","",""
1023501064,1023501,91,0,"","","","","","",""
1044501001,1044501,1,1,104411,850,400,-220,1.5,1,cmn_talk_def_N
1044501002,1044501,31,8,8,0,0,1,1,"",""
1044501003,1044501,31,7,7,0,0,1,1,"",""
1044501004,1044501,31,25,24,0,0,1,1,"",""
1044501005,1044501,31,3,3,0,0,1,1,"",""
1044501006,1044501,31,2,2,0,0,1,1,"",""
1044501007,1044501,31,1,1,0,0,1,1,"",""
1044501008,1044501,31,12,12,0,0,1,0,"",""
1044501009,1044501,3,104411,blb_run_01,1,"","",0.3,"",""
1044501010,1044501,2,104411,90,-220,1.3,0,"","",""
1044501011,1044501,25,bgm_M321,bgm_M321_2C,0,0,"","","",""
1044501012,1044501,121,0,0,1.25,1.25,0,0,"",""
1044501013,1044501,32,12,1,0,0,1,1,"",""
1044501014,1044501,23,se_common,se_sys_login_birthday_new_01,0,0,"","","",""
1044501015,1044501,93,1.3,"","","","","","",""
1044501016,1044501,3,104411,blb_stop,0,blb_idle,0,0.05,0.3,""
1044501017,1044501,2,104411,80,-220,0.25,0,"","",""
1044501018,1044501,93,1.4,"","","","","","",""
1044501019,1044501,121,0,0,1.4,1.4,1,3,"",""
1044501020,1044501,131,1,"","","","","","",""
1044501021,1044501,3,104411,blb_blowout_03,0,blb_idle_02,1,0.3,0.3,""
1044501022,1044501,93,0.7,"","","","","","",""
1044501023,1044501,32,12,0,0,0,1,1,"",""
1044501024,1044501,31,13,13,0,0,1,1,"",""
1044501025,1044501,93,0.2,"","","","","","",""
1044501026,1044501,23,se_common,se_sys_login_birthday_blow_candle,0,0,"","","",""
1044501027,1044501,93,1.2,"","","","","","",""
1044501028,1044501,23,se_adv_tickle_02,se_adv_tickle_02,0,0,"","","",""
1044501029,1044501,31,4,4,0,0,1,1,"",""
1044501030,1044501,93,1,"","","","","","",""
1044501031,1044501,23,se_common,se_sys_login_birthday_02,0,0,"","","",""
1044501032,1044501,3,104411,blb_idle_02,1,"",0,0.3,"",""
1044501033,1044501,93,1.05,"","","","","","",""
1044501034,1044501,23,se_common,se_sys_login_birthday_cracker,0,0,"","","",""
1044501035,1044501,31,6,6,0,0,1,1,"",""
1044501036,1044501,3,104411,blb_joy_04,0,blb_wish_04,1,0,"",""
1044501037,1044501,93,2,"","","","","","",""
1044501038,1044501,21,vo_adv_1044501,vo_adv_1044501_000,0,0,"","","",""
1044501039,1044501,13,104411,870,"","","","","",""
1044501040,1044501,11,104411,"うむ、わらわの誕生日を\n祝おうという心意気、感心じゃな。\n我が眷属よ、褒めて遣わすぞ。",5,1,1,0,0,""
1044501041,1044501,91,0,"","","","","","",""
1044501042,1044501,21,vo_adv_1044501,vo_adv_1044501_001,0,0,"","","",""
1044501043,1044501,11,104411,"忠節を尽くす眷属には、主として\nその労に報いてやらねばな。\nどれ、わらわ手ずから\nお主にケーキを切り分けてやろう。",5,1,1,0,0,""
1044501044,1044501,91,0,"","","","","","",""
1044501045,1044501,21,vo_adv_1044501,vo_adv_1044501_002,0,0,"","","",""
1044501046,1044501,11,104411,"食べ盛りじゃろうから、\n大きめカットにしてやったぞ。\nそうじゃ。お主よ、もっと近う寄れ。\nほれ、あーん……ふふ、美味であろう♪",6,1,1,0,0,""
1044501047,1044501,91,0,"","","","","","",""
1044501048,1044501,21,vo_adv_1044501,vo_adv_1044501_003,0,0,"","","",""
1044501049,1044501,11,104411,"よく食べ、よく働き、そして\nこれからもわらわの眷属として\n大いに励むがよい。\nお主の働きに期待しておるぞ？",4,1,1,0,0,""
1044501050,1044501,91,0,"","","","","","",""
1044501051,1044501,31,9,9,0,0,1,1,"",""
1044501052,1044501,131,0,"","","","","","",""
1044501053,1044501,22,0,1,0,0,"","","",""
1044501054,1044501,111,"","","","","","","",""
1044501055,1044501,91,0,"","","","","","",""
1055501001,1055501,1,1,105511,850,400,-220,1.5,1,cmn_talk_def_N
1055501002,1055501,31,8,8,0,0,1,1,"",""
1055501003,1055501,31,7,7,0,0,1,1,"",""
1055501004,1055501,31,23,23,0,0,1,1,"",""
1055501005,1055501,31,3,3,0,0,1,1,"",""
1055501006,1055501,31,2,2,0,0,1,1,"",""
1055501007,1055501,31,1,1,0,0,1,1,"",""
1055501008,1055501,31,12,12,0,0,1,0,"",""
1055501009,1055501,3,105511,blb_run_01,1,"","",0.3,"",""
1055501010,1055501,2,105511,90,-220,1.3,0,"","",""
1055501011,1055501,25,bgm_M321,bgm_M321_2C,0,0,"","","",""
1055501012,1055501,121,0,0,1.25,1.25,0,0,"",""
1055501013,1055501,32,12,1,0,0,1,1,"",""
1055501014,1055501,23,se_common,se_sys_login_birthday_new_01,0,0,"","","",""
1055501015,1055501,93,1.3,"","","","","","",""
1055501016,1055501,3,105511,blb_stop,0,blb_idle,0,0.05,0.3,""
1055501017,1055501,2,105511,80,-220,0.25,0,"","",""
1055501018,1055501,93,1.4,"","","","","","",""
1055501019,1055501,121,0,0,1.4,1.4,1,3,"",""
1055501020,1055501,131,1,"","","","","","",""
1055501021,1055501,3,105511,blb_blowout_01,0,blb_idle,1,0.3,0.3,""
1055501022,1055501,93,0.7,"","","","","","",""
1055501023,1055501,32,12,0,0,0,1,1,"",""
1055501024,1055501,31,13,13,0,0,1,1,"",""
1055501025,1055501,93,0.2,"","","","","","",""
1055501026,1055501,23,se_common,se_sys_login_birthday_blow_candle,0,0,"","","",""
1055501027,1055501,93,1.2,"","","","","","",""
1055501028,1055501,23,se_adv_tickle_02,se_adv_tickle_02,0,0,"","","",""
1055501029,1055501,31,4,4,0,0,1,1,"",""
1055501030,1055501,93,1,"","","","","","",""
1055501031,1055501,23,se_common,se_sys_login_birthday_02,0,0,"","","",""
1055501032,1055501,3,105511,blb_idle,1,"",0,0.3,"",""
1055501033,1055501,93,1.05,"","","","","","",""
1055501034,1055501,23,se_common,se_sys_login_birthday_cracker,0,0,"","","",""
1055501035,1055501,31,6,6,0,0,1,1,"",""
1055501036,1055501,3,105511,blb_joy_01,0,blb_wish_01,1,0,"",""
1055501037,1055501,93,2,"","","","","","",""
1055501038,1055501,21,vo_adv_1055501,vo_adv_1055501_000,0,0,"","","",""
1055501039,1055501,13,105511,870,"","","","","",""
1055501040,1055501,11,105511,"あ、あの～……先輩……？\nアユミです～！　気づいていますか～？",4,1,1,0,0,""
1055501041,1055501,91,0,"","","","","","",""
1055501042,1055501,21,vo_adv_1055501,vo_adv_1055501_001,0,0,"","","",""
1055501043,1055501,11,105511,"こ、このケーキ……！\n先輩が私のために……？",5,1,1,0,0,""
1055501044,1055501,91,0,"","","","","","",""
1055501045,1055501,21,vo_adv_1055501,vo_adv_1055501_002,0,0,"","","",""
1055501046,1055501,11,105511,"夢みたい……ううん！\nきっとこれは夢に違いありません！\n誕生日のご褒美的な……！",4,1,1,0,0,""
1055501047,1055501,91,0,"","","","","","",""
1055501048,1055501,21,vo_adv_1055501,vo_adv_1055501_003,0,0,"","","",""
1055501049,1055501,11,105511,"夢なんだから私も少しだけ、\n勇気を出しちゃっても……！",6,1,1,0,0,""
1055501050,1055501,91,0,"","","","","","",""
1055501051,1055501,21,vo_adv_1055501,vo_adv_1055501_004,0,0,"","","",""
1055501052,1055501,11,105511,"あ、あの！\n先輩！　もしよければ、このケーキ……\nあ、あ～んとか……\nしていただいても……？",4,1,1,0,0,""
1055501053,1055501,91,0,"","","","","","",""
1055501054,1055501,21,vo_adv_1055501,vo_adv_1055501_005,0,0,"","","",""
1055501055,1055501,11,105511,"えっ、いいんですかっ？\nやったぁ♪\nじゃあ……あれ？\nこれ、本当に夢なのかな……？",4,1,1,0,0,""
1055501056,1055501,91,0,"","","","","","",""
1055501057,1055501,21,vo_adv_1055501,vo_adv_1055501_006,0,0,"","","",""
1055501058,1055501,11,105511,"あ、ああああのっ！\nやっぱり少し待ってもらえますか！？\nえっ？　ダメ？\nえっ、あっ、うれしいですけど～っ！",5,1,1,0,0,""
1055501059,1055501,91,0,"","","","","","",""
1055501060,1055501,31,9,9,0,0,1,1,"",""
1055501061,1055501,131,0,"","","","","","",""
1055501062,1055501,22,0,1,0,0,"","","",""
1055501063,1055501,111,"","","","","","","",""
1055501064,1055501,91,0,"","","","","","",""
1058501001,1058501,1,1,105811,850,400,-220,1.5,1,cmn_talk_def_N
1058501002,1058501,31,8,8,0,0,1,1,"",""
1058501003,1058501,31,7,7,0,0,1,1,"",""
1058501004,1058501,31,20,20,0,0,1,1,"",""
1058501005,1058501,31,3,3,0,0,1,1,"",""
1058501006,1058501,31,2,2,0,0,1,1,"",""
1058501007,1058501,31,1,1,0,0,1,1,"",""
1058501008,1058501,31,12,12,0,0,1,0,"",""
1058501009,1058501,3,105811,blb_run_01,1,"","",0.3,"",""
1058501010,1058501,2,105811,90,-220,1.3,0,"","",""
1058501011,1058501,25,bgm_M321,bgm_M321_2C,0,0,"","","",""
1058501012,1058501,121,0,0,1.25,1.25,0,0,"",""
1058501013,1058501,32,12,1,0,0,1,1,"",""
1058501014,1058501,23,se_common,se_sys_login_birthday_new_01,0,0,"","","",""
1058501015,1058501,93,1.3,"","","","","","",""
1058501016,1058501,3,105811,blb_stop,0,blb_idle,0,0.05,0.3,""
1058501017,1058501,2,105811,80,-220,0.25,0,"","",""
1058501018,1058501,93,1.4,"","","","","","",""
1058501019,1058501,121,0,0,1.4,1.4,1,3,"",""
1058501020,1058501,131,1,"","","","","","",""
1058501021,1058501,3,105811,blb_blowout_02,0,blb_idle,1,0.3,0.3,""
1058501022,1058501,93,0.7,"","","","","","",""
1058501023,1058501,32,12,0,0,0,1,1,"",""
1058501024,1058501,31,13,13,0,0,1,1,"",""
1058501025,1058501,93,0.2,"","","","","","",""
1058501026,1058501,23,se_common,se_sys_login_birthday_blow_candle,0,0,"","","",""
1058501027,1058501,93,1.2,"","","","","","",""
1058501028,1058501,23,se_adv_tickle_02,se_adv_tickle_02,0,0,"","","",""
1058501029,1058501,31,4,4,0,0,1,1,"",""
1058501030,1058501,93,1,"","","","","","",""
1058501031,1058501,23,se_common,se_sys_login_birthday_02,0,0,"","","",""
1058501032,1058501,3,105811,blb_idle,1,"",0,0.3,"",""
1058501033,1058501,93,1.05,"","","","","","",""
1058501034,1058501,23,se_common,se_sys_login_birthday_cracker,0,0,"","","",""
1058501035,1058501,31,6,6,0,0,1,1,"",""
1058501036,1058501,3,105811,blb_joy_02,0,blb_wish_02,1,0,"",""
1058501037,1058501,93,2,"","","","","","",""
