command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
4814033,4814,2,102011,-200,-330,0.01,"","","",""
4814034,4814,3,103611,wac_birthday_idle_doya,1,"","",0.2,"",""
4814035,4814,2,103611,180,-320,0.01,"","","",""
4814036,4814,3,100411,wac_birthday_idle_kyapi,1,"","",0.2,"",""
4814037,4814,2,100411,320,-340,0.01,"","","",""
4814038,4814,93,0,"","","","","","",""
4814039,4814,32,800,1,"","","","","",""
4814040,4814,93,0.7,"","","","","","",""
4814041,4814,32,702,1,"","","","","",""
4814042,4814,93,0.5,"","","","","","",""
4814043,4814,23,se_common,se_sys_login_birthday_blow_candle,0,"","","","",""
4814044,4814,32,701,0,"","","","","",""
4814045,4814,93,0.4,"","","","","","",""
4814046,4814,23,se_common,se_sys_login_birthday_cracker,0,"","","","",""
4814047,4814,32,700,1,"","","","","",""
4814048,4814,23,se_common,se_sys_login_birthday_calendar_applause,0,"","","","",""
4814049,4814,3,103611,wac_birthday_clap,0,wac_birthday_idle_doya,1,0.2,0.2,""
4814050,4814,93,0.1,"","","","","","",""
4814051,4814,3,100411,wac_birthday_clap,0,wac_birthday_idle_kyapi,1,0.2,0.2,""
4814052,4814,93,2,"","","","","","",""
4814053,4814,131,1,"","","","","","",""
4814054,4814,21,vo_wac_04814,vo_wac_04814_000,0,0,"","","",""
4814055,4814,11,102011,"わあ～、ケーキだ～！\nお店屋さんで売ってるのより\nおっきい……！　すごいすごい♪",10,1,1,0,0,0.5
4814056,4814,91,0,"","","","","","",""
4814057,4814,3,102011,wac_birthday_idle_smile,1,"","",0.2,"",""
4814058,4814,3,103611,wac_birthday_talk_doya,1,"","",0.2,"",""
4814059,4814,21,vo_wac_04814,vo_wac_04814_001,0,0,"","","",""
4814060,4814,11,103611,"こっそり作っておいたの！\nミソギがイタズラしてきて\n大変だったけど……\nミミ、お誕生日おめでとう♪",10,1,1,0,0,0.5
4814061,4814,91,0,"","","","","","",""
4814062,4814,3,103611,wac_birthday_idle_doya,1,"","",0.2,"",""
4814063,4814,3,102011,wac_birthday_talk_smile,1,"","",0.2,"",""
4814064,4814,21,vo_wac_04814,vo_wac_04814_002,0,0,"","","",""
4814065,4814,11,102011,"えへへ、ふたりともありがとう～\nおとうさんとおかあさん、みんなからも\nケーキがもらえるなんて夢みたい……",10,1,1,0,0,0.5
4814066,4814,91,0,"","","","","","",""
4814067,4814,3,102011,wac_birthday_talk_kyapi,1,"","",0.2,"",""
4814068,4814,21,vo_wac_04814,vo_wac_04814_003,0,0,"","","",""
4814069,4814,11,102011,"ミミ、とっても幸せだよ～♪\nおにいちゃんもありがとう！\nみんなのお誕生日がきたら、ミミも\nぜ～ったいおいわいするからね♪",10,1,1,0,0,0.5
4814070,4814,91,0,"","","","","","",""
4814071,4814,22,0,"","","","","","",""
5014001,5014,25,bgm_M321,bgm_M321_2C,"","","","","",""
5014002,5014,1,1,100211,250,-1000,-70,2,0,wac_birthday_idle_normal
5014003,5014,1,1,100311,256,230,-270,2,1,wac_birthday_idle_normal
5014004,5014,1,1,100111,257,410,-310,2,1,wac_birthday_idle_smile
5014005,5014,13,100211,300,"","","","","",""
5014006,5014,13,100311,300,"","","","","",""
5014007,5014,31,600,600,0,0,1,1,"",""
5014008,5014,31,602,602,0,0,1,0,"",""
5014009,5014,31,603,603,0,0,1,0,"",""
5014010,5014,31,604,604,30,60,1,1,"",""
5014011,5014,31,611,611,0,0,1,1,"",""
5014012,5014,31,700,700,0,0,1,0,"",""
5014013,5014,31,701,701,0,0,1,0,"",""
5014014,5014,31,702,702,0,0,1,0,"",""
5014015,5014,31,800,800,0,0,1,0,"",""
5014016,5014,31,902,902,30,60,1,1,"",""
5014017,5014,93,1,"","","","","","",""
5014018,5014,3,100111,wac_birthday_reaction_02,0,wac_birthday_reaction_03,1,0.2,0.2,""
5014019,5014,93,0.1,"","","","","","",""
5014020,5014,3,100311,wac_birthday_reaction_01,0,wac_birthday_reaction_04,1,0.2,0.2,""
5014021,5014,93,0.3,"","","","","","",""
5014022,5014,3,100211,wac_birthday_run_01,1,"","",0.2,"",""
5014023,5014,2,100211,0,-70,3,"","","",""
5014024,5014,93,2.5,"","","","","","",""
5014025,5014,32,602,1,"","","","","",""
5014026,5014,93,0.6,"","","","","","",""
5014027,5014,32,600,0,"","","","","",""
5014028,5014,32,611,0,"","","","","",""
5014029,5014,32,604,0,"","","","","",""
5014030,5014,32,701,1,"","","","","",""
5014031,5014,33,902,0,0,0.01,"","","",""
5014032,5014,3,100211,wac_birthday_blowout_01,0,wac_birthday_wish_04,1,0.2,0.2,""
5014033,5014,2,100211,-200,-330,0.01,"","","",""
5014034,5014,3,100311,wac_birthday_idle_normal,1,"","",0.2,"",""
5014035,5014,2,100311,180,-320,0.01,"","","",""
5014036,5014,3,100111,wac_birthday_idle_smile,1,"","",0.2,"",""
5014037,5014,2,100111,320,-340,0.01,"","","",""
5014038,5014,93,0,"","","","","","",""
5014039,5014,32,800,1,"","","","","",""
5014040,5014,93,0.7,"","","","","","",""
5014041,5014,32,702,1,"","","","","",""
5014042,5014,93,0.5,"","","","","","",""
5014043,5014,23,se_common,se_sys_login_birthday_blow_candle,0,"","","","",""
5014044,5014,32,701,0,"","","","","",""
5014045,5014,93,0.4,"","","","","","",""
5014046,5014,23,se_common,se_sys_login_birthday_cracker,0,"","","","",""
5014047,5014,32,700,1,"","","","","",""
5014048,5014,23,se_common,se_sys_login_birthday_calendar_applause,0,"","","","",""
5014049,5014,3,100311,wac_birthday_clap,0,wac_birthday_idle_normal,1,0.2,0.2,""
5014050,5014,93,0.1,"","","","","","",""
5014051,5014,3,100111,wac_birthday_clap,0,wac_birthday_idle_smile,1,0.2,0.2,""
5014052,5014,93,2,"","","","","","",""
5014053,5014,131,1,"","","","","","",""
5014054,5014,21,vo_wac_05014,vo_wac_05014_000,0,0,"","","",""
5014055,5014,11,100211,"この誕生日ケーキ、わたしにっ！？\nあっ、ありがとう……！\n……もしかしてこれ、\nふたりで手作りしてくれたの？",10,1,1,0,0,0.5
5014056,5014,91,0,"","","","","","",""
5014057,5014,3,100211,wac_birthday_idle_wish,1,"","",0.2,"",""
5014058,5014,3,100311,wac_birthday_talk_normal,1,"","",0.2,"",""
5014059,5014,21,vo_wac_05014,vo_wac_05014_001,0,0,"","","",""
5014060,5014,11,100311,"うん。私とヒヨリで作ったんだ。\nユイにはいつだって助けられてるから\nせめてものお返しだよ。\n……誕生日おめでとう。ユイ。",10,1,1,0,0,0.5
5014061,5014,91,0,"","","","","","",""
5014062,5014,3,100311,wac_birthday_idle_normal,1,"","",0.2,"",""
5014063,5014,3,100211,wac_birthday_talk_sad,1,"","",0.2,"",""
5014064,5014,21,vo_wac_05014,vo_wac_05014_002,0,0,"","","",""
5014065,5014,11,100211,"そ、そんな……わたしだって、いつも\n助けられてばっかりで……ご、ごめん！\nせっかくお祝いしてもらってるのに\nうれしくて泣いちゃいそう……！",10,1,1,0,0,0.5
5014066,5014,91,0,"","","","","","",""
5014067,5014,3,100211,wac_birthday_talk_smile,1,"","",0.2,"",""
5014068,5014,21,vo_wac_05014,vo_wac_05014_003,0,0,"","","",""
5014069,5014,11,100211,"騎士クンも、本当にありがとうね。\nみんなに祝福してもらえて\nわたし、最高に幸せだよ……！\n大事に味わって食べるね！",10,1,1,0,0,0.5
5014070,5014,91,0,"","","","","","",""
5014071,5014,22,0,"","","","","","",""
5214001,5214,25,bgm_M321,bgm_M321_2C,"","","","","",""
5214002,5214,1,1,105511,250,-1000,-70,2,0,wac_birthday_idle_normal
5214003,5214,1,1,105311,256,170,-260,2,1,wac_birthday_idle_doya
5214004,5214,1,1,104511,259,270,-310,2,1,wac_birthday_idle_normal
5214005,5214,1,1,100811,257,410,-270,2,1,wac_birthday_idle_wish
5214006,5214,1,1,103011,258,510,-310,2,1,wac_birthday_idle_kyapi
5214007,5214,13,105511,300,"","","","","",""
5214008,5214,13,105311,300,"","","","","",""
5214009,5214,31,600,600,0,0,1,1,"",""
5214010,5214,31,602,602,0,0,1,0,"",""
5214011,5214,31,603,603,0,0,1,0,"",""
5214012,5214,31,604,604,30,60,1,1,"",""
5214013,5214,31,611,611,0,0,1,1,"",""
5214014,5214,31,700,700,0,0,1,0,"",""
5214015,5214,31,701,701,0,0,1,0,"",""
5214016,5214,31,702,702,0,0,1,0,"",""
5214017,5214,31,800,800,0,0,1,0,"",""
5214018,5214,31,903,903,30,60,1,1,"",""
5214019,5214,93,1,"","","","","","",""
5214020,5214,3,104511,wac_birthday_reaction_05,0,wac_birthday_reaction_03,1,0.2,0.2,""
5214021,5214,3,105311,wac_birthday_reaction_01,0,wac_birthday_reaction_03,1,0.2,0.2,""
5214022,5214,93,0.1,"","","","","","",""
5214023,5214,3,100811,wac_birthday_reaction_01,0,wac_birthday_reaction_04,1,0.2,0.2,""
5214024,5214,3,103011,wac_birthday_reaction_02,0,wac_birthday_reaction_03,1,0.2,0.2,""
5214025,5214,93,0.3,"","","","","","",""
5214026,5214,3,105511,wac_birthday_run_01,1,"","",0.2,"",""
5214027,5214,2,105511,0,-70,3,"","","",""
5214028,5214,93,2.5,"","","","","","",""
5214029,5214,32,602,1,"","","","","",""
5214030,5214,93,0.6,"","","","","","",""
5214031,5214,32,600,0,"","","","","",""
5214032,5214,32,611,0,"","","","","",""
5214033,5214,32,604,0,"","","","","",""
5214034,5214,32,701,1,"","","","","",""
5214035,5214,33,903,0,0,0.01,"","","",""
5214036,5214,3,105511,wac_birthday_blowout_03,0,wac_birthday_wish_04,1,0.2,0.2,""
5214037,5214,2,105511,-200,-330,0.01,"","","",""
5214038,5214,3,105311,wac_birthday_idle_doya,1,"","",0.2,"",""
5214039,5214,2,105311,150,-320,0.01,"","","",""
5214040,5214,3,104511,wac_birthday_idle_normal,1,"","",0.2,"",""
5214041,5214,2,104511,260,-360,0.01,"","","",""
5214042,5214,3,100811,wac_birthday_idle_wish,1,"","",0.2,"",""
5214043,5214,2,100811,400,-320,0.01,"","","",""
5214044,5214,3,103011,wac_birthday_idle_kyapi,1,"","",0.2,"",""
5214045,5214,2,103011,500,-340,0.01,"","","",""
5214046,5214,93,0,"","","","","","",""
5214047,5214,32,800,1,"","","","","",""
5214048,5214,93,0.7,"","","","","","",""
5214049,5214,32,702,1,"","","","","",""
5214050,5214,93,0.5,"","","","","","",""
5214051,5214,23,se_common,se_sys_login_birthday_blow_candle,0,"","","","",""
5214052,5214,32,701,0,"","","","","",""
5214053,5214,93,0.4,"","","","","","",""
5214054,5214,23,se_common,se_sys_login_birthday_cracker,0,"","","","",""
5214055,5214,32,700,1,"","","","","",""
5214056,5214,23,se_common,se_sys_login_birthday_calendar_applause,0,"","","","",""
5214057,5214,3,105311,wac_birthday_clap,0,wac_birthday_idle_doya,1,0.2,0.2,""
5214058,5214,3,100811,wac_birthday_clap_to_wish,0,wac_birthday_idle_wish,1,0.2,0.2,""
5214059,5214,93,0.1,"","","","","","",""
5214060,5214,3,104511,wac_birthday_clap,0,wac_birthday_idle_normal,1,0.2,0.2,""
5214061,5214,93,0.1,"","","","","","",""
5214062,5214,3,103011,wac_birthday_clap,0,wac_birthday_idle_kyapi,1,0.2,0.2,""
5214063,5214,93,2,"","","","","","",""
5214064,5214,131,1,"","","","","","",""
5214065,5214,21,vo_wac_05214,vo_wac_05214_000,0,0,"","","",""
5214066,5214,11,105511,"わぁ、お誕生日ケーキですか？\nおめでとうございます～\nいったい誰の……えっ、わ、私！？\n誕生日、覚えててくれたんですか……？",10,1,1,0,0,0.5
5214067,5214,91,0,"","","","","","",""
5214068,5214,3,105511,wac_birthday_idle_wish,1,"","",0.2,"",""
5214069,5214,3,105311,wac_birthday_talk_smile,1,"","",0.2,"",""
5214070,5214,21,vo_wac_05214,vo_wac_05214_001,0,0,"","","",""
5214071,5214,11,105311,"忘れるはずがないだろう！\nアユミは我がギルドの数少ない良心……\nいや、重要な存在なのだからな！\n盛大に祝福させてくれ！　おめでとう！",10,1,1,0,0,0.5
5214072,5214,91,0,"","","","","","",""
5214073,5214,3,105311,wac_birthday_idle_doya,1,"","",0.2,"",""
5214074,5214,3,105511,wac_birthday_talk_wish,1,"","",0.2,"",""
5214075,5214,21,vo_wac_05214,vo_wac_05214_002,0,0,"","","",""
5214076,5214,11,105511,"え、えっと……\nこれ、夢じゃないですよね？\nほっぺをつねっても……いひゃい！\nやっぱり夢じゃないれす！",10,1,1,0,0,0.5
5214077,5214,91,0,"","","","","","",""
5214078,5214,3,105511,wac_birthday_talk_smile,1,"","",0.2,"",""
5214079,5214,21,vo_wac_05214,vo_wac_05214_003,0,0,"","","",""
5214080,5214,11,105511,"うぅっ……あっ、ありがとうございます！\n先輩にもお祝いしてもらえて\nとってもうれしいです！\nえへへ、大切にいただきますね……♪",10,1,1,0,0,0.5
5214081,5214,91,0,"","","","","","",""
5214082,5214,22,0,"","","","","","",""
5514001,5514,25,bgm_M321,bgm_M321_2C,"","","","","",""
5514002,5514,1,1,101611,250,-1000,-70,2,0,wac_birthday_idle_normal
5514003,5514,1,1,105011,256,230,-270,2,1,wac_birthday_idle_normal
5514004,5514,1,1,101811,257,410,-310,2,1,wac_birthday_idle_smile
5514005,5514,13,101611,300,"","","","","",""
5514006,5514,13,105011,300,"","","","","",""
5514007,5514,31,600,600,0,0,1,1,"",""
5514008,5514,31,602,602,0,0,1,0,"",""
5514009,5514,31,603,603,0,0,1,0,"",""
5514010,5514,31,604,604,30,60,1,1,"",""
5514011,5514,31,611,611,0,0,1,1,"",""
5514012,5514,31,700,700,0,0,1,0,"",""
5514013,5514,31,701,701,0,0,1,0,"",""
5514014,5514,31,702,702,0,0,1,0,"",""
5514015,5514,31,800,800,0,0,1,0,"",""
5514016,5514,31,904,904,30,60,1,1,"",""
5514017,5514,93,1,"","","","","","",""
5514018,5514,3,101811,wac_birthday_reaction_01,0,wac_birthday_reaction_04,1,0.2,0.2,""
5514019,5514,93,0.1,"","","","","","",""
5514020,5514,3,105011,wac_birthday_reaction_05,0,wac_birthday_reaction_03,1,0.2,0.2,""
5514021,5514,93,0.3,"","","","","","",""
5514022,5514,3,101611,wac_birthday_run_01,1,"","",0.2,"",""
5514023,5514,2,101611,0,-70,3,"","","",""
5514024,5514,93,2.5,"","","","","","",""
5514025,5514,32,602,1,"","","","","",""
5514026,5514,93,0.6,"","","","","","",""
5514027,5514,32,600,0,"","","","","",""
5514028,5514,32,611,0,"","","","","",""
5514029,5514,32,604,0,"","","","","",""
5514030,5514,32,701,1,"","","","","",""
5514031,5514,33,904,0,0,0.01,"","","",""
5514032,5514,3,101611,wac_birthday_blowout_02,0,wac_birthday_wish_03,1,0.2,0.2,""
5514033,5514,2,101611,-200,-330,0.01,"","","",""
5514034,5514,3,105011,wac_birthday_idle_smile,1,"","",0.2,"",""
5514035,5514,2,105011,180,-320,0.01,"","","",""
5514036,5514,3,101811,wac_birthday_idle_wish,1,"","",0.2,"",""
5514037,5514,2,101811,320,-340,0.01,"","","",""
5514038,5514,93,0,"","","","","","",""
5514039,5514,32,800,1,"","","","","",""
5514040,5514,93,0.7,"","","","","","",""
5514041,5514,32,702,1,"","","","","",""
5514042,5514,93,0.5,"","","","","","",""
5514043,5514,23,se_common,se_sys_login_birthday_blow_candle,0,"","","","",""
5514044,5514,32,701,0,"","","","","",""
5514045,5514,93,0.4,"","","","","","",""
5514046,5514,23,se_common,se_sys_login_birthday_cracker,0,"","","","",""
5514047,5514,32,700,1,"","","","","",""
5514048,5514,23,se_common,se_sys_login_birthday_calendar_applause,0,"","","","",""
5514049,5514,3,105011,wac_birthday_clap,0,wac_birthday_idle_smile,1,0.2,0.2,""
5514050,5514,93,0.1,"","","","","","",""
5514051,5514,3,101811,wac_birthday_clap_to_wish,0,wac_birthday_idle_wish,1,0.2,0.2,""
5514052,5514,93,2,"","","","","","",""
5514053,5514,131,1,"","","","","","",""
5514054,5514,21,vo_wac_05514,vo_wac_05514_000,0,0,"","","",""
5514055,5514,11,101611,"わわ、これってうちの誕生日ケーキ？\nこんなのあるなんて聞いてないし～！\nオニ感激なんだけど！？",10,1,1,0,0,0.5
5514056,5514,91,0,"","","","","","",""
5514057,5514,3,101611,wac_birthday_idle_kyapi,1,"","",0.2,"",""
5514058,5514,3,105011,wac_birthday_talk_smile,1,"","",0.2,"",""
5514059,5514,21,vo_wac_05514,vo_wac_05514_001,0,0,"","","",""
5514060,5514,11,105011,"フフン、感謝しなさいよね～\nアタシとイオちゃんで徹夜して作っ……いや！\n大して苦労はしなかったけど！\nえっと……誕生日おめでと、スズナ。",10,1,1,0,0,0.5
5514061,5514,91,0,"","","","","","",""
5514062,5514,3,105011,wac_birthday_idle_smile,1,"","",0.2,"",""
5514063,5514,3,101611,wac_birthday_talk_smile,1,"","",0.2,"",""
5514064,5514,21,vo_wac_05514,vo_wac_05514_002,0,0,"","","",""
5514065,5514,11,101611,"あはは、うん、ありがとっ！\nそれでミサキっちとちゃんイオ\n朝から甘～い匂いしてたんだね～",10,1,1,0,0,0.5
5514066,5514,91,0,"","","","","","",""
5514067,5514,3,101611,wac_birthday_talk_kyapi,1,"","",0.2,"",""
5514068,5514,21,vo_wac_05514,vo_wac_05514_003,0,0,"","","",""
5514069,5514,11,101611,"やっぱ持つべきものは\n友達だし……♪\nよーし、みんなでパーティーしよー！\nもちヒデサイも一緒だからね！",10,1,1,0,0,0.5
5514070,5514,91,0,"","","","","","",""
5514071,5514,22,0,"","","","","","",""
6214001,6214,25,bgm_M321,bgm_M321_2C,"","","","","",""
6214002,6214,1,1,106731,250,-1000,-70,2,0,wac_birthday_idle_normal
6214003,6214,1,1,106611,256,230,-270,2,1,wac_birthday_idle_doya
6214004,6214,1,1,106511,257,410,-310,2,1,wac_birthday_idle_normal
6214005,6214,13,106731,300,"","","","","",""
6214006,6214,13,106611,300,"","","","","",""
6214007,6214,31,600,600,0,0,1,1,"",""
6214008,6214,31,602,602,0,0,1,0,"",""
6214009,6214,31,603,603,0,0,1,0,"",""
6214010,6214,31,604,604,30,60,1,1,"",""
6214011,6214,31,611,611,0,0,1,1,"",""
6214012,6214,31,700,700,0,0,1,0,"",""
6214013,6214,31,701,701,0,0,1,0,"",""
6214014,6214,31,702,702,0,0,1,0,"",""
6214015,6214,31,800,800,0,0,1,0,"",""
6214016,6214,31,905,905,30,60,1,1,"",""
6214017,6214,93,1,"","","","","","",""
6214018,6214,3,106511,wac_birthday_reaction_02,0,wac_birthday_reaction_03,1,0.2,0.2,""
6214019,6214,93,0.1,"","","","","","",""
6214020,6214,3,106611,wac_birthday_reaction_01,0,wac_birthday_reaction_03,1,0.2,0.2,""
6214021,6214,93,0.3,"","","","","","",""
6214022,6214,3,106731,wac_birthday_run_01,1,"","",0.2,"",""
6214023,6214,2,106731,0,-70,3,"","","",""
6214024,6214,93,2.5,"","","","","","",""
6214025,6214,32,602,1,"","","","","",""
6214026,6214,93,0.6,"","","","","","",""
6214027,6214,32,600,0,"","","","","",""
6214028,6214,32,611,0,"","","","","",""
6214029,6214,32,604,0,"","","","","",""
6214030,6214,32,701,1,"","","","","",""
6214031,6214,33,905,0,0,0.01,"","","",""
6214032,6214,3,106731,wac_birthday_blowout_01,0,wac_birthday_wish_05,1,0.2,0.2,""
6214033,6214,2,106731,-200,-330,0.01,"","","",""
6214034,6214,3,106611,wac_birthday_idle_doya,1,"","",0.2,"",""
6214035,6214,2,106611,180,-320,0.01,"","","",""
6214036,6214,3,106511,wac_birthday_idle_normal,1,"","",0.2,"",""
6214037,6214,2,106511,320,-340,0.01,"","","",""
6214038,6214,93,0,"","","","","","",""
6214039,6214,32,800,1,"","","","","",""
6214040,6214,93,0.7,"","","","","","",""
6214041,6214,32,702,1,"","","","","",""
6214042,6214,93,0.5,"","","","","","",""
6214043,6214,23,se_common,se_sys_login_birthday_blow_candle,0,"","","","",""
6214044,6214,32,701,0,"","","","","",""
6214045,6214,93,0.4,"","","","","","",""
6214046,6214,23,se_common,se_sys_login_birthday_cracker,0,"","","","",""
6214047,6214,32,700,1,"","","","","",""
6214048,6214,23,se_common,se_sys_login_birthday_calendar_applause,0,"","","","",""
6214049,6214,3,106611,wac_birthday_clap,0,wac_birthday_idle_doya,1,0.2,0.2,""
6214050,6214,93,0.1,"","","","","","",""
6214051,6214,3,106511,wac_birthday_clap,0,wac_birthday_idle_normal,1,0.2,0.2,""
6214052,6214,93,2,"","","","","","",""
6214053,6214,131,1,"","","","","","",""
6214054,6214,21,vo_wac_06214,vo_wac_06214_000,0,0,"","","",""
6214055,6214,11,106731,"これって、私の誕生日ケーキかな？\nまさか祝ってもらえるとは\n予想してなかったな～\nイノリちゃんてば、なにか企んでる？",10,1,1,0,0,0.5
6214056,6214,91,0,"","","","","","",""
6214057,6214,3,106731,wac_birthday_idle_wish,1,"","",0.2,"",""
