id,login_bonus_id,type,day_count,luck_pattern,rate,character_id,character_name,message,voice_id,additional_type,additional_param
15,60000,2,0,4,1,0,"","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪",0,0,""
16,60000,2,0,4,1,0,"","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……",0,0,""
17,60000,2,0,4,2,0,"","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪",0,0,""
18,60000,3,0,0,0,190804,"カリン","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪",2,0,""
19,60000,3,7,0,0,190804,"カリン","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします",3,0,""
20,80001,0,1,0,0,101201,"ハツネ","キミと出会ってもう\n1年もたつんだね！\nう～ん、いつも\n寝てばっかりだから、",1,0,""
21,80001,0,1,0,0,101201,"ハツネ","少しでも\n寝る時間を減らして\nキミと一緒にいる\n時間増やしたいなぁ♪",2,0,""
22,80001,1,1,0,0,103801,"シオリ","あなたと知り合ってから\nもう1年…\n時がたつのは\n早いですね",1,0,""
23,80001,1,1,0,0,103801,"シオリ","来年も、\n一緒にいられたら…\nうれしいな",2,0,""
24,80001,0,2,0,0,103601,"キョウカ","あなたと一緒にいるようになって、\nもう1年ですか…",1,0,""
25,80001,0,2,0,0,103601,"キョウカ","最初の頃よりも、頼もしく\nなりましたね。私はどうですか？\n成長していますか？",2,0,""
26,80001,1,2,0,0,102001,"ミミ","おにいちゃんとあってから、\n1年たったよ～！",1,0,""
27,80001,1,2,0,0,102001,"ミミ","ミミね、おにいちゃんと\nいっぱい遊べてたのしかったな～♪\nこれからもずっと\nいっしょにいてね～！",2,0,""
28,80001,2,2,0,0,100401,"ミソギ","にいちゃんがミソギのイタズラに\n引っかかり続けてもう1年かぁ",1,0,""
29,80001,2,2,0,0,100401,"ミソギ","…これからもいっぱいミソギと\n遊んでね、にいちゃん！",2,0,""
30,80001,0,3,0,0,101001,"マホ","もう王子はんと会うてから\n1年ぐらいたつそうどすえ\n早いもんやなあ",1,0,""
31,80001,0,3,0,0,101001,"マホ","このままやと、\nうちもあっという間に\n干からびてしまいそうどすえ\nなーんてな。うふふ",2,0,""
32,80001,1,3,0,0,104401,"イリヤ","お主と会って早1年じゃな\nこれからも存分に尽くすがよい",1,0,""
33,80001,1,3,0,0,104401,"イリヤ","わらわもたまには、お主の献身に\n報いてやらぬでもない♪",2,0,""
34,80001,2,3,0,0,101701,"カオリ","もう、キミと出会って結構な時間が\nたつさ～。でも、私たちの旅は\nまだまだ始まったばかりさ～！",1,0,""
35,80001,2,3,0,0,101701,"カオリ","これからも、どうぞよろしく\nお願いするさ～！",2,0,""
36,80001,0,4,0,0,102801,"サレン","あんたと出会ってからもうそんなに\nたつのね～",1,0,""
37,80001,0,4,0,0,102801,"サレン","あっという間だったって感じるほど\n楽しかったわ！\nこれからも一緒に頑張りましょ！",2,0,""
38,80001,1,4,0,0,102501,"スズメ","出会ってから1年間、ずっと\nご迷惑をかけっぱなしで、\nすみません…",1,0,""
39,80001,1,4,0,0,102501,"スズメ","これからはもっと頑張りますから\n見ていてくださいね\nできれば…\n今までよりも、私の近くで♪",2,0,""
40,80001,0,5,0,0,104601,"タマキ","振り返れば、今までいろんなことが\nあったにゃあ…",1,0,""
41,80001,0,5,0,0,104601,"タマキ","これからも、二人でたくさんの\n思い出をがっぽり作っていく\nにゃー！",2,0,""
42,80001,1,5,0,0,104801,"ミフユ","キミとの師弟関係も、\nもう1年なのね…\nでもキミに教えることは、",1,0,""
43,80001,1,5,0,0,104801,"ミフユ","まだまだいっぱいあるわ\nこれからも、\nしっかりついて来てね！",2,0,""
44,80001,0,6,0,0,103201,"アキノ","あなたさまと出会ってもう1年…",1,0,""
45,80001,0,6,0,0,103201,"アキノ","光陰矢のごとし、とはまさに\nこのことですわ。…思い出は決して\nお金では買えませんわね",2,0,""
46,80001,1,6,0,0,103401,"ユカリ","ダメな私を1年間も見捨てないで\nくれて、本当にありがとう",1,0,""
47,80001,1,6,0,0,103401,"ユカリ","情けないところいっぱいみせるかも\nしれないけど、これからも一緒に\nいてくれると、うれしいな",2,0,""
48,80001,0,7,0,0,107101,"クリスティーナ","オマエと出会ってもう1年か\nまさかこのワタシの結婚相手に\nなろうとはな…",1,0,""
49,80001,0,7,0,0,107101,"クリスティーナ","ともかくこれからも\n愉しませてくれよ☆",2,0,""
50,80001,1,7,0,0,104701,"ジュン","君と出会ってからもう1年か。\n以前と比べて私の表情もいくらか\n柔らかくなった気がするんだが、\nどうだろう？",1,0,""
51,80001,1,7,0,0,104701,"ジュン","見えないから分からないって？\nそれもそうだな…",2,0,""
52,80001,0,8,0,0,103701,"トモ","もう1年たったみたいだね\nあなたをからかってばかりだった\nけど、楽しかった♪",1,0,""
53,80001,0,8,0,0,103701,"トモ","これからもよろしくね！",2,0,""
54,80001,1,8,0,0,100501,"マツリ","出会って、もう1年たっちゃった\nんスね。なんだか意外ッス",1,0,""
55,80001,1,8,0,0,100501,"マツリ","毎日楽しくて、あっという間に過ぎ\nちゃったみたいなんスよね\nこれからも一緒に悪と戦うッス！",2,0,""
56,80001,0,9,0,0,100701,"ミヤコ","オマエと会って1年なの！\n全然成仏もできなかったし、",1,0,""
57,80001,0,9,0,0,100701,"ミヤコ","生き返りもしなかったけど、\nすごく楽しかったの～♪\nオマエとプリンがあれば、\nミヤコはハッピーなの～♪",2,0,""
58,80001,1,9,0,0,103101,"シノブ","あなたと出会って1年なんですね\nでも、私の占いでは、私とあなたは",1,0,""
59,80001,1,9,0,0,103101,"シノブ","来年も再来年も一緒にいるようです\nふふ、よろしくお願いしますね",2,0,""
60,80001,0,10,0,0,100901,"アンナ","貴様が閃光のシグルドとして覚醒し\nもう1年か…。これからも我らの\n長き戦いに終わりはないが、",1,0,""
61,80001,0,10,0,0,100901,"アンナ","それでも貴様となら…\n添い遂げる覚悟はできているぞ！",2,0,""
62,80001,1,10,0,0,101301,"ナナカ","君と出会ってもう1年だって！\n早いねー！",1,0,""
63,80001,1,10,0,0,101301,"ナナカ","これからも最強のバディタッグで\n大活躍だー！\n頼りにしてるよ、相棒！",2,0,""
64,80001,0,11,0,0,105101,"ミツキ","1年たつのって、あっという間ね\nまだまだ君の知らない部分が\nたくさんあるし…",1,0,""
65,80001,0,11,0,0,105101,"ミツキ","これからも、いろんなところを\n調べさせてね？",2,0,""
66,80001,1,11,0,0,105601,"ルカ","お前さんと出会ってもう1年か\n助太刀するつもりが",1,0,""
67,80001,1,11,0,0,105601,"ルカ","逆に助けられたりもしたね\nこれからもよろしく頼むよ！",2,0,""
68,80001,2,11,0,0,102701,"エリコ","早いものですわね、あなた様と\nお会いして、もう1年…",1,0,""
69,80001,2,11,0,0,102701,"エリコ","あなた様といると、時があっと\nいう間に過ぎてしまいます\n時間を止める研究をしなくては\nいけませんね…",2,0,""
70,80001,0,12,0,0,102301,"アヤネ","お兄ちゃんと会ってから、もう、\n1年なんだね。私、少しは\nお姉ちゃんっぽくなったかな？",1,0,""
71,80001,0,12,0,0,102301,"アヤネ","あ、ぷうきちもお兄ちゃんっぽく\nなったよね？",2,0,""
72,80001,1,12,0,0,104201,"チカ","あなたと出会って、\nもう1年がたったんですね…\nこれからもそばにいて、",1,0,""
73,80001,1,12,0,0,104201,"チカ","私のことを見守ってください\nできることなら、ずっと…",2,0,""
74,80001,2,12,0,0,102101,"クルミ","お兄ちゃんと出会って1年かぁ\n私、相変わらずダメダメで…",1,0,""
75,80001,2,12,0,0,102101,"クルミ","で、でもこれからもずっと…\n一緒にいたいなぁ…",2,0,""
76,80001,0,13,0,0,104901,"シズル","再会してちょうど1年だね\nお祝いにごちそう作ってきたよ～♪\n特製ケーキと、お寿司と、",1,0,""
77,80001,0,13,0,0,104901,"シズル","ハンバーグと、カレーと、\nシチューと、あ、隠しきれない隠し\n味は、お姉ちゃんの愛情だよ！",2,0,""
78,80001,1,13,0,0,101101,"リノ","お兄ちゃんと再会して、もう1年\nなんですね。\n会えなかった時を思うと、",1,0,""
79,80001,1,13,0,0,101101,"リノ","信じられないくらい幸せな1年\nでした！もう絶対、私から離れ\nないでくださいね♪",2,0,""
80,80001,0,14,0,0,100201,"ユイ","騎士クンと出会ってから今まで、\nいろんなことがあったよね\n楽しいこと、ドキドキしたこと…",1,0,""
81,80001,0,14,0,0,100201,"ユイ","そんな日々をこれからも、\nず、ずっと一緒に…\n過ごしていきたいな…！",2,0,""
82,80001,1,14,0,0,100101,"ヒヨリ","騎士くんと出会って、まだ1年しか\nたってないんだ！？",1,0,""
83,80001,1,14,0,0,100101,"ヒヨリ","なんかもうずっと一緒にいる気が\nするなぁ…えへへ。これからの\n1年もまたよろしくねっ！\n騎士くん！",2,0,""
84,80001,2,14,0,0,100301,"レイ","初めてキミに出会って1年…\n随分見違えたね私もキミも、\n更に強くなっていく…",1,0,""
85,80001,2,14,0,0,100301,"レイ","キミに背中を預けられる日が、\n早くきますように",2,0,""
86,80001,0,15,0,0,105801,"ペコリーヌ","1年もわたしのことを、忘れない\nでいてくれて、ありがとうござい\nます！",1,0,""
87,80001,0,15,0,0,105801,"ペコリーヌ","これからもずっと、覚えていて\nくださいね！",2,0,""
88,80001,1,15,0,0,105901,"コッコロ","こうして1年も、主さまのおそばに\n置いていただけて、とても光栄\nです。どうかこれからも、",1,0,""
89,80001,1,15,0,0,105901,"コッコロ","末永く主さまをお世話させて\nください。わたくしは、ずっと\n主さまのガイド役でいたいのです",2,0,""
90,80001,2,15,0,0,106001,"キャル","1年か、まっさかこんなに長い\n付き合いになるなんてね～\nでも…わりと楽しい1年だったかも",1,0,""
91,80001,2,15,0,0,106001,"キャル","だから、もうしばらくあんたに\n付き合ってやるわよ喜びなさい！",2,0,""
92,60001,1,0,0,1,112101,"スズメ","新しい年のはじめに、\nおみくじはいかがでしょうか？\nよい運勢であるほど、\n沢山プレゼントが貰えますよ♪",1,0,""
93,60001,2,0,1,1,0,"","今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！",0,0,""
94,60001,2,0,1,1,0,"","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！",0,0,""
95,60001,2,0,1,1,0,"","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！",0,0,""
96,60001,2,0,1,1,0,"","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！",0,0,""
97,60001,2,0,1,2,0,"","今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！",0,0,""
98,60001,2,0,2,1,0,"","今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪",0,0,""
99,60001,2,0,2,1,0,"","今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪",0,0,""
100,60001,2,0,2,1,0,"","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！",0,0,""
101,60001,2,0,2,1,0,"","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！",0,0,""
102,60001,2,0,2,2,0,"","今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！",0,0,""
103,60001,2,0,3,1,0,"","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！",0,0,""
104,60001,2,0,3,1,0,"","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪",0,0,""
105,60001,2,0,3,1,0,"","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！",0,0,""
106,60001,2,0,3,1,0,"","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！",0,0,""
107,60001,2,0,3,1,0,"","今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？",0,0,""
108,60001,2,0,3,1,0,"","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！",0,0,""
109,60001,2,0,3,2,0,"","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪",0,0,""
110,60001,2,0,4,1,0,"","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪",0,0,""
111,60001,2,0,4,1,0,"","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪",0,0,""
112,60001,2,0,4,1,0,"","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪",0,0,""
113,60001,2,0,4,1,0,"","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……",0,0,""
114,60001,2,0,4,1,0,"","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！",0,0,""
115,60001,2,0,4,1,0,"","今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！",0,0,""
116,60001,2,0,4,2,0,"","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪",0,0,""
117,60001,3,0,0,0,112101,"スズメ","おみくじの結果はいかがでしたか？\n新たに始まる一日が、\nあなたにとってよい日になりますように\n明日もお待ちしていますね♪",2,0,""
118,60001,3,7,0,0,112101,"スズメ","おみくじ、楽しんで頂けましたか？\nあなたの新しい年が\n素晴らしいものになるよう、\n心からお祈りしますね",3,0,""
119,80003,0,1,0,0,105801,"ペコリーヌ","ヒューヒュー♪\nドンドンパフパフー♪",1,0,""
120,80003,1,1,0,0,105901,"コッコロ","ひゅーひゅー\nどんどんぱふぱふー\nでございます",1,0,""
121,80003,1,1,0,0,105901,"コッコロ","さぁ、キャルさまもご一緒に\nどんどんぱふぱふいたしましょう",2,0,""
122,80003,2,1,0,0,106001,"キャル","え？　ちょっと\nいきなりなにっ？",1,0,""
123,80003,2,1,0,0,106001,"キャル","ドンドンパフパフってなんなの？\nあたしにも分かるように\nちゃんと説明しなさいっての！",2,0,""
124,80003,0,1,0,0,105801,"ペコリーヌ","実はですねキャルちゃん！\nもうすぐわたしたちにとっての\n大切な節目──",2,0,""
125,80003,0,1,0,0,105801,"ペコリーヌ","『プリンセスコネクト！\nRe:Dive』\n2.5周年なんですよ！\nやばいですね☆",3,0,""
126,80003,1,1,0,0,105901,"コッコロ","ですからその日に向けて\n今から気分を盛り上げているのです",3,0,""
127,80003,2,1,0,0,106001,"キャル","ああ、そういえば\nそんな時期だっけ\nって言っても、もう少し先じゃない\n気が早いんじゃないの？",3,0,""
128,80003,1,1,0,0,105901,"コッコロ","いいえ、キャルさま\nこういったお祝いは準備から\n楽しむものでございます\nそうですよね、ペコリーヌさま",4,0,""
129,80003,0,1,0,0,105801,"ペコリーヌ","その通りです♪　というわけで！\nカウントダウンの始まりですよ！\nみんなで一緒に2.5周年に向けて\n盛り上がっていきましょー☆",4,0,""
130,80003,2,1,0,0,106001,"キャル","ド、ドンドンパフパフ～\nって何言わせんのよ！\nまったくもう、浮かれちゃってさ",4,0,""
131,80003,1,1,0,0,105901,"コッコロ","ふふ。キャルさまもワクワクして\nおいでのようですね\nそれでは主さま。大切な記念日まで\nどうぞご期待くださいませ",5,0,""
132,80003,0,2,0,0,106001,"キャル","記念日を盛り上げるったって\n一体どうしたらいいのよ？\nあたし、そういうの\n苦手なんだけど…",5,0,""
133,80003,1,2,0,0,190801,"カリン","あら、キャルさん\nどうかなさいましたか？\n何かお困りのようですけど",1,0,""
134,80003,0,2,0,0,106001,"キャル","げっ…カリンじゃない\nなんでもないわよ！",6,0,""
135,80003,1,2,0,0,190801,"カリン","そうなのですか？\nキャルさんのことですからてっきり\n2.5周年をどう盛り上げたら\nいいか悩んでいるのかと…",2,0,""
136,80003,0,2,0,0,106001,"キャル","分かってんじゃないのよ！？\nいっ、いや、違うけどね！\nあたしは別にそんなことで\n悩んでないわよっ？",7,0,""
137,80003,1,2,0,0,190801,"カリン","ふふっ…\nこういう時は、真心を込めて\n気持ちをそのまま口にしたら\nいいのではないでしょうか？",3,0,""
138,80003,0,2,0,0,106001,"キャル","気持ちを、ねぇ\nそれが一番難しいんじゃない…\nそもそも、あたしは記念日とか\n別にどうだっていいし",8,0,""
139,80003,0,2,0,0,106001,"キャル","…まあ、ペコリーヌもコロ助も\nやけに楽しそうだったから…\nこういうお祭り騒ぎみたいなのも\nたまにはいいかな、とは思うけど",9,0,""
140,80003,1,2,0,0,190801,"カリン","なるほどなるほど～\nキャルさんは【美食殿】で祝う\n2.5周年を心から楽しみに\nしている、ということですね！",4,0,""
141,80003,0,2,0,0,106001,"キャル","はぁ！？\nどこ聞いたらそうなるのよ！\nあたしは別に楽しみになんか…！",10,0,""
142,80003,1,2,0,0,190801,"カリン","キャルさんの心からの想い\nみなさんにも伝わったでしょうか？\n私も2.5周年が楽しみです！\n以上、カリンがお伝えしました！",5,0,""
143,80003,0,2,0,0,106001,"キャル","心からの想いって何なのよ！？\n勝手に人の言葉を\n捻じ曲げんじゃないわよ！\nこのくそ眼鏡ーーーっ！",11,0,""
144,80003,0,3,0,0,105901,"コッコロ","ペコリーヌさま、もうすぐ\n記念日でございますね\nこういった節目というのは\n感慨深いものでございます",6,0,""
145,80003,1,3,0,0,105801,"ペコリーヌ","色んな思い出が蘇ってきますね！\n楽しい出来事が\nいっぱいありました♪",5,0,""
146,80003,0,3,0,0,105901,"コッコロ","はい、そうでございますね\n主さまも【美食殿】の活動の他にも\nいろんなご経験をされたと\n聞いておりますよ",7,0,""
147,80003,0,3,0,0,105901,"コッコロ","たしか…ランドソルで話題沸騰と\nなっていた、魔法少女なるものに\nお会いになられたとか",8,0,""
148,80003,1,3,0,0,105801,"ペコリーヌ","魔法少女って、あの美味しくって\n栄養たっぷりの大ヒット商品\n『魔法少女ソーセージ』の箱に\n描いてある女の子のことですか！？",6,0,""
149,80003,1,3,0,0,105801,"ペコリーヌ","あのソーセージ\n美味しいんですよね～♪\nわたしもたっくさん食べてますよ！",7,0,""
150,80003,0,3,0,0,105901,"コッコロ","あとは、牧場に素敵な温泉が\n出来たとか…",9,0,""
151,80003,1,3,0,0,105801,"ペコリーヌ","牧場ですか！？　温泉につかって\nチーズもオツですね～♪　考えた\nだけでよだれが出ちゃいそうです！\nやばいですね☆",8,0,""
152,80003,0,3,0,0,105901,"コッコロ","ペコリーヌさま\n言ってるそばからよだれが…\n今お拭きしますね。ふき、ふき",10,0,""
153,80003,1,3,0,0,105801,"ペコリーヌ","えへへ、ありがとうございます\nコッコロちゃん！",9,0,""
154,80003,0,3,0,0,105901,"コッコロ","それにしても、主さまは\n【美食殿】の一員として様々な\n美食と出会われていたのですね\nわたくし、感服いたしました",11,0,""
155,80003,1,3,0,0,105801,"ペコリーヌ","これからもたくさん冒険をして\nめいっぱい美食を\n味わい尽くしましょうね！",10,0,""
156,80003,0,4,0,0,105801,"ペコリーヌ","2.5周年カウントダウン♪\nキャルちゃんキャルちゃん！\nわくわくしますね☆",11,0,""
157,80003,1,4,0,0,106001,"キャル","あぁもう、うるさいわね～\nまだまだ先でしょ？\nちょっとは落ち着きなさいよ",12,0,""
158,80003,0,4,0,0,105801,"ペコリーヌ","キャルちゃんだって最近\nソワソワしてるじゃないですか～\nさっきもご機嫌そうに鼻歌とか\n歌ってましたよね？",12,0,""
159,80003,1,4,0,0,106001,"キャル","なっ…！　き、聞いてたの！？\nじゃない、歌ってないわよ！？\nあんたいい加減なこと言うと\nぶっ殺すわよ！？",13,0,""
160,80003,0,4,0,0,105801,"ペコリーヌ","えっへへ～♪\nわたしは最近のキャルちゃんが\nもっともっと大好きですよ♪\nすごく積極的になりましたよね！",13,0,""
161,80003,1,4,0,0,106001,"キャル","…積極的？\nなんの話よ？",14,0,""
162,80003,0,4,0,0,105801,"ペコリーヌ","またまた～♪\nアイドルを目指そうとしたこと\n忘れちゃったんですか？",14,0,""
163,80003,0,4,0,0,105801,"ペコリーヌ","ムーサの町で\nきゃるきゃる～ん☆　って！",15,0,""
164,80003,1,4,0,0,106001,"キャル","あっ…！？　ちちち違うわよっ！\nあれは操られてただけで\nあたしはアイドルなんか\n目指してないっての！！",15,0,""
165,80003,0,4,0,0,105801,"ペコリーヌ","本当に本当ですか？\nわたし、キャルちゃんとっても\n乗り気だなって\n思ってたんですけど～",16,0,""
166,80003,1,4,0,0,106001,"キャル","まぁ、悪くはなかったけど…って\nだ、だから目指してないって\n言ってるでしょ！！\nなんてこと思い出させんのよ！？",16,0,""
167,80003,1,4,0,0,106001,"キャル","ああ…ダメだわ…\nもう殺すしかない…\n2.5周年が来る前に\n記憶ごと消し去ってやるー！",17,0,""
168,80003,0,5,0,0,106001,"キャル","2.5周年まであと10日…\nふ～ん？\n案外早いもんね？",18,0,""
169,80003,1,5,0,0,105901,"コッコロ","そうでございますね…\nその日のためにやるべきことは\nまだまだございます\n気を引き締めねばなりません…！",12,0,""
170,80003,0,5,0,0,106001,"キャル","やる気十分ねコロ助…\nそんな気負ってるとしんどいわよ？\nお気楽にやりましょ？",19,0,""
171,80003,1,5,0,0,105901,"コッコロ","キャルさま…\nありがとうございます\nキャルさまは本当に\n優しいおかたです",13,0,""
172,80003,0,5,0,0,106001,"キャル","な、なにわけの分かんないこと\n言ってんのよ…\nあたしは優しくなんかないっての",20,0,""
173,80003,1,5,0,0,105901,"コッコロ","そんなことはございません\n…あの、実はわたくし\nキャルさまに\nひとつお願いがございまして",14,0,""
174,80003,0,5,0,0,106001,"キャル","お願い？　珍しいわね\nコロ助がそんなこと言うなんて\n…まあ、あたしに出来ることなら\n別にいいけど",21,0,""
175,80003,1,5,0,0,105901,"コッコロ","ありがとうございます\n実は記念日へ向けて\n『かくし芸』というものを\n用意してみようかと思いまして",15,0,""
176,80003,0,5,0,0,106001,"キャル","かくし芸？",22,0,""
177,80003,1,5,0,0,105901,"コッコロ","はい。きゃるきゃる～ん☆　を\n参考に、ころころ～ん☆　という\nご挨拶を考えてみたのですが\nポーズがうまくいかなくて…",16,0,""
178,80003,0,5,0,0,106001,"キャル","～～！！　ちょっと褒められて\nいい気になって損したわ！！\nふざけんなふざけんな\nふ～ざ～け～ん～な～っ！！",23,0,""
179,80003,0,6,0,0,105801,"ペコリーヌ","あと９日！　もうすぐですよ♪\nえへへ、楽しみで楽しみで\nごはんが進みますね☆",17,0,""
180,80003,2,6,0,0,106001,"キャル","ごはんが進みますね☆\nじゃなーい！\nいくらなんでも食べ過ぎよ！\n記念日、迎えられなくなるわよ！？",24,0,""
181,80003,1,6,0,0,105901,"コッコロ","大丈夫ですよキャルさま\n食事はわたくしたちの\n歩んできた道そのもの\nなのですから",17,0,""
182,80003,0,6,0,0,105801,"ペコリーヌ","さっすがコッコロちゃん\nいいことを言いますね！\nそう、わたしたち\n【美食殿】の活動目的は─",18,0,""
183,80003,2,6,0,0,106001,"キャル","─みんなで楽しく食事をすること\nでしょ？\nあれだけ食べ歩いてきたんだから\n分かってるわよ",25,0,""
184,80003,1,6,0,0,105901,"コッコロ","はい…そうでございますね♪\nそれにしてもわたくしたち\n本当にいろいろなものを\n食べ歩いてきましたね…",18,0,""
185,80003,2,6,0,0,106001,"キャル","そうね…ほんっとうにね…\n毒まみれのニセドラゴンとか\n恐竜…は逃げられちゃったっけ\nあとワニゴ…ワニの魔物とかね",26,0,""
186,80003,2,6,0,0,106001,"キャル","そして、とうとう本物の\nドラゴンまで相手に\nしちゃったのよね、あたしたちって",27,0,""
187,80003,2,6,0,0,106001,"キャル","信じられない強さだったわね\nあのドラゴン…やっぱり\n作戦はしっかり立てていかないと\nダメよね",28,0,""
188,80003,0,6,0,0,105801,"ペコリーヌ","えへへ…☆\nキャルちゃんが色んなことを\n覚えていてくれて\nうれしいです♪",19,0,""
189,80003,1,6,0,0,105901,"コッコロ","わたくしも鮮明に覚えておりますよ\n主さまもきっと…♪",19,0,""
190,80003,2,6,0,0,106001,"キャル","あったり前でしょ！\n忘れないわよ、あんな滅茶苦茶な\nものばかり食べさせられて！\n…忘れられるわけ、ないじゃない",29,0,""
